CODSABER,CODPRES,CENTRO_EDUCATIVO,TIPO_INSTITUCION,REGIONAL,PROVINCIA,CANTON,DISTRITO,POBLADO,DIRECCION,LATITUD,LONGITUD
102988-00,2853,RÍO GRANDE,PÚBLICO,DIRECCIÓN REGIONAL PENINSULAR,PUNTARENAS,PUNTARENAS,PAQUERA,RIO GRANDE,100 M. NORTE ABASTECEDOR LOS ALMENDROS,"9,86361184","-84,94099769"
102989-00,2854,RÍO NEGRO,PÚBLICO,DIRECCIÓN REGIONAL PENINSULAR,PUNTARENAS,PUNTARENAS,CÓBANO,RIO NEGRO,CENTRO DE RIO NEGRO,"9,67946226","-85,14397413"
102990-00,2855,SAN FRANCISCO,PÚBLICO,DIRECCIÓN REGIONAL PUNTARENAS,PUNTARENAS,MONTES DE ORO,LA UNIÓN,SAN FRANCISCO,100 MTS SUR DE LA PULPERIA SAN FRANCISCO,"10,22430947","-84,68240115"
102991-00,2856,SAN MIGUEL,PÚBLICO,DIRECCIÓN REGIONAL PENINSULAR,PUNTARENAS,PUNTARENAS,LEPANTO,SAN MIGUEL,13 KM AL SUR DEL TEMPLO CATÓLICO DE JICARAL,"9,88383751","-85,11040343"
102992-00,2857,SAN ANTONIO,PÚBLICO,DIRECCIÓN REGIONAL PUNTARENAS,PUNTARENAS,PUNTARENAS,GUACIMAL,SAN ANTONIO,FRENTE A LA IGLESIA CATOLICA,"10,22309316","-84,8204406"
102993-00,2858,SAN BUENAVENTURA,PÚBLICO,DIRECCIÓN REGIONAL PUNTARENAS,PUNTARENAS,MONTES DE ORO,LA UNIÓN,SAN BUENAVENTURA,COSTADO NORTE DEL TEMPLO CATOLICO,"10,17310959","-84,72541201"
102994-00,2859,SABANA BONITA,PÚBLICO,DIRECCIÓN REGIONAL PUNTARENAS,PUNTARENAS,ESPARZA,SAN JERÓNIMO,SABANA BONITA,CONTIGUO A LA IGLESIA CATOLICA,"10,0918094","-84,67305663"
102995-00,2860,SAN FERNANDO,PÚBLICO,DIRECCIÓN REGIONAL PENINSULAR,PUNTARENAS,PUNTARENAS,PAQUERA,SAN LUIS,4 KM. AL NORTE DE LA ESPERANZA DE PAQUERA,"9,79679403","-85,09358665"
102996-00,2861,SAN LUIS,PÚBLICO,DIRECCIÓN REGIONAL PUNTARENAS,PUNTARENAS,PUNTARENAS,MONTE VERDE,SAN LUIS,50 METROS NORTE DE LA PLAZA,"10,273445","-84,81859713"
102997-00,2862,SAN MARTÍN SUR,PÚBLICO,DIRECCIÓN REGIONAL PUNTARENAS,PUNTARENAS,PUNTARENAS,ARANCIBIA,SAN MARTÍN SUR,CONTIGUO A LA IGLESIA CATOLICA,"10,21881307","-84,73228917"
102998-00,2863,SAN PEDRO,PÚBLICO,DIRECCIÓN REGIONAL PENINSULAR,PUNTARENAS,PUNTARENAS,LEPANTO,SAN PEDRO,3 K. OESTE DE LA ENTRADA EL MANGO DE JICARAL,"9,95461008","-85,14492356"
102999-00,2864,SAN RAFAEL,PÚBLICO,DIRECCIÓN REGIONAL PUNTARENAS,PUNTARENAS,PUNTARENAS,ACAPULCO,SARDINAL,8KM OESTE DE LA ENTRADA DE SARDINAL,"10,16038276","-84,79916971"
103000-00,2865,SAN RAMÓN,PÚBLICO,DIRECCIÓN REGIONAL PENINSULAR,PUNTARENAS,PUNTARENAS,LEPANTO,SAN RAMÓN DE RIO BLANCO,25 MTS OESTE DEL TEMPLO CATOLICO SAN RAMON,"9,87499139","-85,08593186"
103001-00,2866,SANTA ELENA,PÚBLICO,DIRECCIÓN REGIONAL PUNTARENAS,PUNTARENAS,PUNTARENAS,MONTE VERDE,SANTA ELENA,FRENTE A PLAZA DE DEPORTES SAN ELENA,"10,32171109","-84,82501317"
103002-00,2867,SANTA ROSA,PÚBLICO,DIRECCIÓN REGIONAL PUNTARENAS,PUNTARENAS,PUNTARENAS,GUACIMAL,SANTA ROSA,FRENTE A IGLESIA CATOLICA SANTA ROSA,"10,18541503","-84,81594173"
